0,0,0,4,4,3,3,1
0,4,0,8,4,3,3,1
0,12,0,4,4,3,3,1
0,0,4,8,4,3,3,1
0,8,4,8,4,3,3,1
0,0,8,4,8,3,2,1
0,4,8,8,4,3,3,1
0,4,12,8,4,3,3,1
0,12,8,4,8,3,2,1
0,16,0,16,4,3,2,1
0,16,4,16,4,3,2,1
0,16,8,16,8,3,1,1
0,0,16,4,16,3,1,1
0,4,16,8,8,3,2,1
0,4,24,8,4,3,3,1
0,4,28,8,4,3,3,1
0,12,16,4,4,3,2,1
0,12,20,4,8,3,2,1
0,12,28,4,4,3,2,1
0,16,16,16,4,3,1,1
0,16,20,16,8,3,1,1
0,16,28,8,4,3,2,1
0,24,28,4,4,3,3,1
0,28,28,4,4,3,3,1
0,32,0,16,4,2,3,1
0,32,4,16,4,2,3,1
0,32,8,16,4,2,3,1
0,32,12,16,8,2,3,1
0,32,20,16,4,2,3,1
0,32,24,8,8,2,3,1
0,40,24,8,8,2,3,1
0,48,0,8,8,2,3,1
0,48,8,8,16,2,3,1
0,48,24,8,8,2,3,1
0,56,0,8,16,2,3,1
0,56,16,8,16,2,3,1
0,0,32,4,4,3,2,1
0,4,32,8,4,3,2,1
0,12,32,4,4,3,2,1
0,0,36,4,8,3,3,1
0,4,36,4,8,3,3,1
0,8,36,8,8,3,2,1
0,0,44,16,4,3,1,1
0,16,32,4,16,3,1,1
0,20,32,8,16,3,1,1
0,28,32,4,16,3,1,1
0,0,48,8,8,3,2,1
0,0,56,8,4,3,3,1
0,0,60,8,4,3,3,1
0,8,48,8,16,3,1,1
0,16,48,16,8,3,1,1
0,16,56,8,4,3,3,1
0,16,60,8,4,3,3,1
0,24,56,4,8,3,3,1
0,28,56,4,8,3,3,1
0,32,32,8,8,2,2,1
0,40,32,16,8,2,2,1
0,56,32,4,8,2,3,1
0,60,32,4,8,2,3,1
0,32,40,16,4,2,3,1
0,48,40,16,4,2,3,1
0,32,44,8,8,2,3,1
0,40,44,16,8,2,3,1
0,56,44,8,8,2,3,1
0,32,52,32,4,2,2,1
0,32,56,16,8,2,2,1
0,48,56,16,8,2,2,1
0,64,0,8,8,2,3,1
0,72,0,16,8,2,3,1
0,88,0,8,8,2,3,1
0,64,8,32,8,2,2,1
0,64,16,16,8,2,3,1
0,64,24,16,8,2,3,1
0,80,16,8,16,2,3,1
0,88,16,8,16,2,3,1
0,96,0,16,16,2,2,1
0,112,0,16,4,2,3,1
0,112,4,16,8,2,3,1
0,112,12,16,4,2,3,1
0,96,16,32,4,2,2,1
0,96,20,32,8,2,2,1
0,96,28,32,4,2,2,1
0,64,32,32,8,2,2,1
0,64,40,8,8,2,3,1
0,72,40,16,8,2,3,1
0,88,40,8,8,2,3,1
0,64,48,32,16,2,1,1
0,96,32,8,32,2,1,1
0,104,32,16,16,2,2,1
0,104,48,8,16,2,3,1
0,112,48,8,16,2,3,1
0,120,32,8,16,2,2,1
0,120,48,8,16,2,2,1
0,0,64,4,8,2,3,1
0,4,64,4,8,2,3,1
0,0,72,8,16,2,2,1
0,0,88,8,8,2,2,1
0,8,64,16,4,2,3,1
0,8,68,16,4,2,3,1
0,8,72,16,16,2,2,1
0,8,88,16,8,2,2,1
0,24,64,8,32,2,1,1
0,32,64,32,16,2,1,1
0,32,80,16,8,2,3,1
0,32,88,16,8,2,3,1
0,48,80,4,16,2,3,1
0,52,80,8,16,2,3,1
0,60,80,4,16,2,3,1
0,0,96,8,4,2,3,1
0,0,100,8,4,2,3,1
0,0,104,8,16,2,2,1
0,0,120,8,8,2,2,1
0,8,96,8,16,2,3,1
0,16,96,8,16,2,3,1
0,8,112,8,16,2,3,1
0,16,112,8,16,2,3,1
0,24,96,8,32,2,1,1
0,32,96,8,32,2,2,1
0,40,96,8,32,2,2,1
0,48,96,16,32,2,1,1
0,64,64,32,4,2,2,1
0,64,68,32,4,2,2,1
0,64,72,8,16,2,3,1
0,72,72,8,16,2,3,1
0,80,72,8,16,2,3,1
0,88,72,8,16,2,3,1
0,64,88,8,4,2,3,1
0,72,88,16,4,2,3,1
0,88,88,8,4,2,3,1
0,64,92,32,4,2,2,1
0,96,64,8,8,3,2,1
0,104,64,4,8,3,3,1
0,108,64,4,8,3,3,1
0,96,72,16,4,3,2,1
0,96,76,16,4,3,2,1
0,112,64,16,16,3,0,1
0,96,80,16,16,3,0,1
0,112,80,16,16,3,0,1
0,64,96,32,16,2,1,1
0,64,112,8,16,2,2,1
0,72,112,16,16,2,2,1
0,88,112,4,16,2,3,1
0,92,112,4,16,2,3,1
0,96,96,8,16,3,1,1
0,104,96,4,4,3,3,1
0,104,100,4,8,3,3,1
0,104,108,4,4,3,3,1
0,108,96,4,16,3,2,1
0,112,96,8,16,3,1,1
0,120,96,8,16,3,1,1
0,96,112,16,4,3,1,1
0,96,116,16,8,3,1,1
0,96,124,8,4,3,2,1
0,104,124,8,4,3,2,1
0,112,112,16,16,3,0,1
0,0,0,0,0,2,2,1
0,0,0,0,0,2,2,1
0,0,0,0,0,2,2,1
0,0,0,0,0,2,1,1
0,0,0,0,0,2,1,1
0,0,0,0,0,2,3,1
0,0,0,0,0,2,3,1
0,0,0,0,0,2,3,1
0,0,0,0,0,2,3,1
0,0,0,0,0,2,1,1
0,0,0,0,0,2,0,1
0,0,0,0,0,2,0,1
0,0,0,0,0,1,0,1
0,0,0,0,0,1,0,1
0,0,0,0,0,2,0,1
0,0,0,0,0,2,0,1
0,0,0,0,0,2,0,1
0,0,0,0,0,2,1,1
0,0,0,0,0,2,1,1
0,0,0,4,4,3,3,1
0,4,0,8,4,3,3,1
0,12,0,4,4,3,3,1
0,0,4,8,4,3,3,1
0,8,4,8,4,3,3,1
0,0,8,4,8,3,2,1
0,4,8,8,4,3,3,1
0,4,12,8,4,3,3,1
0,12,8,4,8,3,2,1
0,16,0,16,4,3,2,1
0,16,4,16,4,3,2,1
